"","X","Rank","Artist","Lyrics","Title","album_name","release_date","total_tracks","duration","track_number","album_single","chart","stanzas","year_chart","decade","m_l_dist","rep","rel","rel_prop"
"33",31,"32","Buck Owens & Rose Maddox","So long we've been married, last burden we've carried
Though fate kept us humble and made our love true
But plans that we'd make up someone seems to break up
Oh darling, what else can we do

We may have to leave here to find piece of mind, dear
Some place where we can live a life of our own
Oh, I know you love me and happy we could be
If some folks would leave us alone

When I go out walking there's lots of loose talking
They say we're unhappy and we'll break apart
But darling, it's not true because I still love you
And I do it all with my heart

We may have to leave here to find piece of mind, dear
Some place where we can live a life of our own
Oh, I know you love me and happy we could be
If some folks would leave us alone

They say you are leaving that you are deceiving
But you tell me they say the same about me
But we'll show them there on that loose talk and do harm
And hope that's the truth they will see

We may have to leave here to find piece of mind, dear
Some place where we can live a life of our own
Oh, I know you love me and happy we could be
If some folks would leave us alone...","Loose Talk","Loose Talk",1961,2,149,1,"Single",1,5,1961,1960,99.6,0.3,"3",65.4545454545455
"34",32,"33","Wanda Jackson","Right or wrong I'll be with you
I'll do what you want me to
I believe that I belong
By your side, right or wrong

Right or wrong, it's gotta be
Always you, always me
Won't you take me along
To be with you right or wrong

If it's wrong to love you
It can't be wrong for me to care
If you say you love me
My life with you I'll share

Right or wrong, day by day
All my love, all the way
I believe that I belong
By your side, right or wrong
Right or wrong!","Right Or Wrong","Right Or Wrong  / Funnel Of Love",1961,2,156,1,"Single",1,3,1961,1960,58,0.333333333333333,"3",48.2758620689655
"35",39,"40","Johnny Cash","In a little cabaret in a South Texas border town,
Sat a boy and his guitar, and the people came from all around. 
And all the girls from there to Austin,
Were slippin' away from home and puttin' jewelery in hock.
To take the trip, to go and listen,
To the little dark-haired boy who played the Tennessee flat top box. 

And he would play:

Well, he couldn't ride or wrangle, and he never cared to make a dime.
But give him his guitar, and he'd be happy all the time.
And all the girls from nine to ninety,
Were snapping fingers, tapping toes, and begging him: ""Don't stop.""
And hypnotized and fascinated,
By the little dark-haired boy who played the Tennessee flat top box.

And he would play:

Then one day he was gone, and no one ever saw him 'round,
He'd vanished like the breeze, they forgot him in the little town.
But all the girls still dreamed about him. 
And hung around the cabaret until the doors were locked.
And then one day on the Hit Parade,
Was a little dark-haired boy who played the Tennessee flat top box.

And he would play:","Tennessee Flat-Top Box","Tennessee Flat-Top Box",1961,2,178,1,"Single",1,5,1961,1960,202.3,0.3,"1",84.2105263157895
"36",42,"43","Jim Reeves","With pen in hand, I try to write this note to you
I know now where I stand but what am I to do
I found so many things to say since we're so far apart
How can I write on paper what I feel in my heart?

How can I write on paper, what I'm feeling deep inside
Words to you would last no longer, then it take tear to dry
A love as sweet as your and mine, deserve another start
How can I write on paper what I feel in my heart?

Those simple things you gave are worth the world to me
And each up when I cling to you can take memories
So many things were left unsaid, I don't know where to start
How can I write on paper what I feel in my heart?

How can I write on paper, what I'm feeling deep inside
Words to you would last no longer, then it take tear to dry
A love as sweet as your and mine, deserve another start
How can I write on paper what I feel in my heart?","(How Can I Write On Paper) What I Feel In My Heart","(How Can I Write On Paper) What I Feel In My Heart",1961,2,143,1,"Single",1,3,1961,1960,76,0.333333333333333,"3",58.1395348837209
"37",48,"49","Webb Pierce","I go home to a family that needs me
But I sit there with you on my mind
I keep thinking of some way to tell them
That I'll have to leave them behind

But how do you talk to a baby
What words will a child understand
If I should just walk off and leave them
Tell me, dear, could you love that kind of a man?

So, I guess that it's best you forget me
Maybe time will erase all the pain
But I thought it over, it's not worth it
Maybe someday kids will learn and understand","How Do You Talk To A Baby","How Do You Talk To A Baby",1961,2,163,1,"Single",1,2,1961,1960,122,0,"3",47.8260869565217
"38",56,"57","George Hamilton IV","It's only three steps to the phone
I could say we're just three steps apart
I could say it but I'd be so wrong
For I'm millions of miles from your heart

It's only eight steps to the door
That you entered so many times
But you'll never walk in any more
For I'm millions of miles from your mind

We were very happy and you loved me till he happened along
Then our world of love fell apart.
It's only three steps to the phone
But I'm millions of miles from your heart

We were very happy and you loved me till he happened along
Then our world of love fell apart
It's only three steps to the phone
But I'm millions of miles from your heart","Three Steps To The Phone (Millions Of Miles)","Three Steps To The Phone (Millions Of Miles)",1961,2,153,1,"Single",1,3,1961,1960,90.6666666666667,0.333333333333333,"3",48.2758620689655
"39",88,"89","Eddy Arnold","(Buck Maxwell - Ruth Maxwell - Rosella Larue)

One, one, one grain of sand
One, one, one grain of sand.

Just one little grain of sand
Can change your life and ruin your plans
Undermine your house of love
Bring it tumbling down
One, one, one grain of sand.

Once upon a mountain top a castle stood
Carved out of rock and stone, iron and wood
Then one day a grain of sand grew into an iron latch
Undermine the mountain side and the castle tumble down
One, one, one grain of sand.

A lover spoke an angry word that left the tears
The tears led to a quarrel, love disappeared
That word was like a grain of sand
That undermined the things they've planned
It shook up the house of love
And brought it tumbling down
One, one, one grain of sand.

Just one little grain of sand
Can change your life and ruin your plans
Undermine your house of love
Bring it tumbling down
One, one, one grain of sand.

One, one, one grain of sand
One, one, one grain of sand...","One Grain Of Sand","One Grain Of Sand",1961,2,158,1,"Single",1,6,1961,1960,135.8,0.2,"2",42.8571428571429
"40",97,"98","Jerry Lee Lewis","All right, hey-hey
All right-mama, all night

Tell your mama, tell your pa
I'm gonna send you back to Arkansas
All right, hey you don't do right
Don't do right, baby?
You just don't do your livin' right

Hey, see the girl with the diamond ring?
Good God, she knows how to shake that thing
Hey-hey
Hey, shake it girl
Shake that thing

Oh, look it at the woman with the diamond ring
Good God, she can shake it, she can shake it
Break a thing
All right

Woo-hey-hey
All right, whoa-ooh-ooh

What'd I say?
What'd I say?
What'd I say? yeah
What'd I say?
What'd I say?
What'd I say?

I wanna know
Honey, I wanna know
I wanna know
Honey, I wanna know
I wanna know
I wanna know, now

Whoa!

Spoken by Announcer:
We'll talk with Jerry Lee Lewis about New Wave Music
When the International Festival of Country of Music returns
After this message.

<After message>
From country ballads to honky tonk and rock and roll
He's the master of them all. Here again is Jerry Lee Lewis
Recorded live at the Wimbly Arena in London.

~","What'd I Say","What'd I Say",1961,2,145,1,"Single",1,10,1961,1960,99.7111111111111,0.133333333333333,"3",40
"41",0,"1","Leroy Van Dyke","If I see you tomorrow on some street in town
Pardon me, if I don't say hello
(Hello)
I be long to an other, it wouldn't look so good
To know someone I'm not supposed to know

Just walk on by, wait on the corner
I love you, but we're strangers when we meet
Just walk on by, wait on the corner
I love you, but we're strangers when we meet

In a dimly lit corner in a place outside of town
Tonight we'll try to say goodbye again
(Goodbye)
But I know it's not over, I'll call tomorrow night
I can't let you go, so why pretend

Just walk on by, wait on the corner
I love you, but we're strangers when we meet
Just walk on by, wait on the corner
I love you, but we're strangers when we meet
I love you, but we're strangers when we meet!","Walk On By","Walk On By",1961,2,140,1,"Single",1,3,1961,1960,109.333333333333,0.333333333333333,"3",68.5714285714286
"42",3,"4","Jimmy Dean","(Big John)
(Big John)

Every mornin' at the mine you could see him arrive
He stood 6 foot 6 and weighed 245 
Kinda broad at the shoulder and narrow at the hip
And everybody knew you didn't give no lip
To Big John

(Big John)
(Big John)
Big Bad John
(Big John)

Nobody seemed to know where John called home
He just drifted into town and stayed all alone
He didn't say much he's kinda quiet and shy
And if you spoke at all you just said ""hi"" to Big John

Somebody said he came from New Orleans
Where he got in a fight over a Cajun queen
And a crashin' blow from a huge right hand
Sent a Louisiana fella to the Promised Land, Big John

(Big John)
(Big John)
Big Bad John
(Big John)

Then came the day at the bottom of the mine
When a timber cracked and men started cryin'
Miners were prayin' and hearts beat fast 
And everybody thought that they'd breathed their last, 'cept John

Through the dust and the smoke of this man made hell
Walked a giant of a man that the miners knew well
Grabbed a saggin' timber and gave out with a groan
And like a giant oak tree just stood there alone
Big John

(Big John)
(Big John)
Big Bad John
(Big John)

And with all of his strength he gave a mighty shove
Then a miner yelled out, ""There's a light up above.""
And 20 men scrambled from a would be grave
And now there's only one left down there to save
Big John

With jacks and timbers they started back down
Then came that rumble way down in the ground
And as smoke and gas belched out of that mine
Everybody knew it was the end of the line
For Big John

(Big John)
(Big John)
Big Bad John
(Big John)

Now they never reopened that worthless pit 
They just placed a marble stand in front of it
These few words are written on that stand
""At the bottom of this mine lies a big, big man...
Big John""

(Big John)
(Big John)
Big Bad John
(Big John)
(Big John)
Big Bad John","Big Bad John","Big Bad John",1961,2,183,1,"Single",1,13,1961,1960,131.858974358974,0.192307692307692,"1",50
